Program,Term,Level,Subject Code,Subject Name,A*,A,A-,B+,B,B-,C+,C,C-,D+,D,F,All,A* To C+,C To D,F Only
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,CHEN306,Process and Plant Design,3,6,1,2,0,0,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,CHEN307,Mass Transfer and Separation Processes-2,0,0,1,3,1,2,2,0,0,3,0,0,12,9,3,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,GENN307,Entrepreneurship,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,GENN321,Foreign Language,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,GENN326,Marketing,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,GENN327,Selections of Life Long Skills,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,GENN331,Business Communication,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,GENN332,Service Management,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,PEN303,Petroleum Production Engineering-1,1,0,0,1,2,3,2,1,1,0,1,0,12,9,3,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,PEN304,Reservoir Engineering-2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,PEN305,Petroleum Geology,1,5,2,3,1,0,1,0,0,0,0,0,13,13,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,3,PEN306,Petroleum Field Operations,2,4,4,2,1,0,0,0,0,0,0,0,13,13,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,CHEN403,Chemical Reactor and Vessel Design,1,1,1,1,1,0,0,0,0,0,0,0,5,5,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,CHEN407,Advanced Chemical Engineering Equipment Design,1,0,4,3,1,1,1,1,0,0,0,0,12,11,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,CHEN408,Economics of Oil and Gas Production,8,2,3,0,0,0,0,0,0,0,0,0,13,13,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,CHEN409,Petroleum Standards,3,3,2,3,0,0,1,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,CHEN411,Catalytic Reactor Design,0,0,0,4,2,0,1,1,0,3,0,0,11,7,4,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,METN401,Electrochemistry and Corrosion,0,4,1,1,1,1,2,0,0,0,2,0,12,10,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2023,4,PPCN481,Graduation Project-2,0,4,4,4,0,0,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,0,GENN004,Computers for Engineers,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,0,MDPN001,Engineering Graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,1,CHEN103,Chemical Engineering Fundamentals,0,0,0,0,0,0,1,0,1,0,1,1,4,1,2,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,1,CHEN107,Material Science for  Petrochemical Engineers,0,0,1,0,0,1,1,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,CHEN201,Organic Chemistry-2,0,2,2,1,0,2,0,1,0,0,0,0,8,7,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,GENN201,Communication and Presentation Skills,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,GENN210,Risk Management and Environment,0,2,1,1,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,GENN224,Fundamentals of  Economics and Accounting,0,0,0,1,2,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,MDPN201,Stress Analysis and Mechanical Design,0,2,1,2,2,1,0,0,0,0,0,0,8,8,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,MTHN203,Probability and Statistics,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,PEN201,Drilling Engineering-1,0,0,1,2,3,2,0,0,0,0,0,0,8,8,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,PEN202,Reservoir Rock and Fluid Properties,0,1,0,0,4,1,0,0,0,1,1,0,8,6,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,PPCN280,Engineering Seminar,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,2,PPCN281,Industrial Training-1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,CHEN301,Mass Transfer and Separation Processes-1,0,0,0,0,0,2,3,2,1,2,1,1,12,5,6,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,CHEN302,Instrumentation and Process Control,1,0,2,5,1,3,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,CHEN304,Unit Operations,0,1,2,3,2,1,2,0,2,0,0,0,13,11,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,CHEN307,Mass Transfer and Separation Processes-2,0,0,0,0,1,0,1,0,1,1,0,0,4,2,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,CHEN310,Water Treatment for Oil and Gas Operations,0,3,2,2,1,2,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,GENN310,Advanced Risk Management,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,GENN311,Technical Writing in Arabic,1,2,0,1,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,GENN327,Selections of Life Long Skills,1,3,3,2,1,0,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,GENN331,Business Communication,1,2,1,1,0,1,0,0,0,0,0,0,6,6,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,PEN301,Petroleum Exploration Engineering,2,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,PEN302,Reservoir Engineering-1,0,0,1,4,0,2,1,3,1,0,1,0,13,8,5,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,3,PPCN381,Industrial Training-2,1,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,CHEN401,Petroleum Refining Engineering,0,1,5,3,1,2,2,1,0,0,0,0,15,14,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,CHEN402,Petrochemicals from Oil and Gas,2,3,5,0,1,1,0,1,0,0,0,0,13,12,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,CHEN403,Chemical Reactor and Vessel Design,0,1,2,2,3,1,0,0,1,0,0,1,11,9,1,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,CHEN404,Advances in Cryogenics,0,4,2,3,0,0,1,1,0,1,0,0,12,10,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,CHEN406,Advanced Statistics for Petrochemical Industries,1,2,6,2,0,1,1,0,0,0,0,0,13,13,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,GENN401,"Project Planning, Implementation and Economics",0,5,1,3,1,1,1,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2022,4,PPCN480,Graduation Project-1,12,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,0,GENN005,Technical Writing,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,2,GENN201,Communication and Presentation Skills,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,2,GENN210,Risk Management and Environment,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,2,GENN224,Fundamentals of  Economics and Accounting,0,2,0,1,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,2,MTHN203,Probability and Statistics,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,2,PPCN281,Industrial Training-1,11,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,3,GENN332,Service Management,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2022,3,PPCN381,Industrial Training-2,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,0,GENN001,History of Science and Engineering,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,0,GENN003,Basic Engineering Design,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,1,CHEN104,Physical Chemistry-2,0,0,1,0,1,1,0,1,3,0,1,0,8,3,5,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,1,CHEN105,Thermodynamics and Combustion,0,0,2,2,1,1,0,1,0,1,0,0,8,6,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,1,CVEN125,Civil Engineering,0,0,0,2,1,1,1,1,0,0,0,0,6,5,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,1,GENN102,Fundamentals of Management,0,0,1,1,3,0,0,0,0,0,0,0,5,5,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,0,0,1,1,1,0,0,1,4,1,2,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,1,PEN101,Introduction to Petroleum Industry,0,0,1,3,1,1,1,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,CHEN202,Fluid Mechanics,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,CHEN204,Cryogenic Processes,0,1,5,3,0,0,0,1,2,0,0,0,12,9,3,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,GENN201,Communication and Presentation Skills,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,GENN210,Risk Management and Environment,0,0,0,4,2,0,0,0,0,0,0,0,6,6,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,GENN224,Fundamentals of  Economics and Accounting,0,0,1,2,1,0,2,1,0,0,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,INTN201,Electrical Engineering,2,3,1,2,3,3,0,2,0,0,0,0,16,14,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,MTHN203,Probability and Statistics,0,1,1,4,3,1,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,PEN203,Drilling Engineering-2,0,0,1,5,0,2,2,0,3,0,0,0,13,10,3,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,PEN204,Natural Gas Engineering-1,1,0,1,5,1,1,1,1,1,0,0,0,12,10,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,2,PPCN280,Engineering Seminar,13,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,CHEN301,Mass Transfer and Separation Processes-1,0,0,0,0,1,1,1,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,CHEN303,Industrial Measurements and Control Applications,1,3,4,2,0,1,1,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,CHEN305,Heat Transfer and Applications,0,1,1,5,1,1,1,2,0,0,0,1,13,10,2,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,CHEN306,Process and Plant Design,1,4,3,2,1,1,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,CHEN307,Mass Transfer and Separation Processes-2,0,0,0,1,0,1,1,2,0,1,2,2,10,3,5,2
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,GENN321,Foreign Language,3,0,2,0,0,0,0,0,0,0,0,0,5,5,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,GENN326,Marketing,0,4,1,3,0,0,0,0,0,0,0,0,8,8,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,GENN327,Selections of Life Long Skills,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,PEN303,Petroleum Production Engineering-1,0,0,2,3,3,5,0,0,0,0,0,0,13,13,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,3,PEN306,Petroleum Field Operations,1,2,3,4,0,1,0,0,0,0,0,0,11,11,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,4,CHEN407,Advanced Chemical Engineering Equipment Design,0,1,2,2,0,0,1,1,1,0,1,0,9,6,3,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,4,CHEN409,Petroleum Standards,1,3,3,3,0,0,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,4,CHEN411,Catalytic Reactor Design,0,3,2,2,2,0,0,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2022,4,PPCN481,Graduation Project-2,4,1,4,0,0,0,0,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,0,GENN005,Technical Writing,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,0,MDPN001,Engineering Graphics,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,0,MECN002,Mechanics-2 (Dynamics),0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,0,MTHN003,Calculus II,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,0,PHYN002,Electricity and Magnetism,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,CHEN101,Physical Chemistry-1,0,0,2,2,1,0,0,1,2,0,0,0,8,5,3,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,CHEN102,Organic Chemistry-1,1,1,1,1,1,0,2,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,CHEN103,Chemical Engineering Fundamentals,0,0,0,0,1,0,1,0,0,2,0,3,7,2,2,3
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,CHEN106,Computer Applications in Petrochemical Engineering,0,0,2,1,1,2,0,1,0,0,0,0,7,6,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,CHEN107,Material Science for  Petrochemical Engineers,0,0,0,0,0,0,2,3,0,0,0,0,5,2,3,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,CVEN125,Civil Engineering,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,GENN102,Fundamentals of Management,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,1,PEN102,General Geology,0,0,5,0,2,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,CHEN201,Organic Chemistry-2,1,1,6,1,2,1,0,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,CHEN202,Fluid Mechanics,0,0,0,2,3,0,3,1,4,0,0,0,13,8,5,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,GENN201,Communication and Presentation Skills,0,3,1,0,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,GENN210,Risk Management and Environment,1,0,3,1,0,0,1,0,0,0,0,0,6,6,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,GENN224,Fundamentals of  Economics and Accounting,1,1,0,2,1,0,0,0,0,0,0,0,5,5,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,MDPN201,Stress Analysis and Mechanical Design,0,1,2,4,1,2,1,1,0,0,0,0,12,11,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,MTHN203,Probability and Statistics,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,PEN201,Drilling Engineering-1,0,0,1,1,3,2,4,1,1,0,0,0,13,11,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,2,PEN202,Reservoir Rock and Fluid Properties,0,0,0,3,3,2,1,0,2,0,1,0,12,9,3,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,CHEN301,Mass Transfer and Separation Processes-1,0,0,0,3,2,0,2,2,0,1,0,1,11,7,3,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,CHEN302,Instrumentation and Process Control,0,3,2,3,1,0,0,2,0,1,0,0,12,9,3,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,CHEN304,Unit Operations,2,2,4,0,1,1,0,0,0,1,0,0,11,10,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,GENN310,Advanced Risk Management,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,GENN311,Technical Writing in Arabic,0,1,3,4,1,0,0,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,PEN301,Petroleum Exploration Engineering,0,3,4,0,3,0,1,1,0,0,0,0,12,11,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,PEN302,Reservoir Engineering-1,0,0,3,1,4,0,1,1,0,1,0,0,11,9,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,3,PEN305,Petroleum Geology,1,0,1,2,1,0,3,2,0,0,0,0,10,8,2,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,CHEN401,Petroleum Refining Engineering,1,4,0,1,0,2,1,0,0,0,0,1,10,9,0,1
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,CHEN402,Petrochemicals from Oil and Gas,2,3,0,2,0,1,0,0,1,0,0,0,9,8,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,CHEN403,Chemical Reactor and Vessel Design,3,1,1,3,2,0,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,CHEN406,Advanced Statistics for Petrochemical Industries,1,3,1,0,2,1,0,0,0,0,0,0,8,8,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,CHEN408,Economics of Oil and Gas Production,0,2,2,2,1,0,1,0,1,0,0,0,9,8,1,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,METN401,Electrochemistry and Corrosion,2,2,2,1,0,0,2,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Fall 2021,4,PPCN480,Graduation Project-1,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,0,GENN004,Computers for Engineers,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,0,MECN002,Mechanics-2 (Dynamics),0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,0,MTHN003,Calculus II,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,0,PHYN002,Electricity and Magnetism,0,0,0,0,0,0,1,1,0,2,0,0,4,1,3,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,2,GENN201,Communication and Presentation Skills,0,1,2,0,0,0,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,2,GENN210,Risk Management and Environment,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,2,MTHN203,Probability and Statistics,0,1,0,1,0,1,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,2,PPCN281,Industrial Training-1,10,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,3,GENN327,Selections of Life Long Skills,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[PPCC] Petroleum and Petrochemical Engineering,Summer 2021,3,PPCN381,Industrial Training-2,3,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,CHEN001,Chemistry,0,0,1,0,0,0,1,1,0,0,0,0,3,2,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,GENN001,History of Science and Engineering,0,0,0,1,0,2,0,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,GENN003,Basic Engineering Design,0,1,1,0,1,0,0,0,0,1,0,0,4,3,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,GENN004,Computers for Engineers,0,0,0,0,1,0,1,0,1,0,0,0,3,2,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,GENN005,Technical Writing,0,0,1,2,2,0,0,0,0,0,0,0,5,5,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MDPN001,Engineering Graphics,0,0,0,0,0,2,0,1,0,0,0,1,4,2,1,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,0,1,2,0,0,0,0,0,3,3,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MECN001,Mechanics-1 (Statics),0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MECN002,Mechanics-2 (Dynamics),0,0,0,0,1,2,1,0,0,1,1,0,6,4,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,0,1,2,0,0,1,4,0,3,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MTHN002,Calculus I,0,0,0,1,1,0,0,0,0,0,1,0,3,2,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,MTHN003,Calculus II,0,0,0,0,0,0,1,1,0,1,0,1,4,1,2,1
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,0,PHYN002,Electricity and Magnetism,0,0,0,0,0,0,1,1,0,1,1,5,9,1,3,5
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,1,CHEN104,Physical Chemistry-2,0,0,1,1,0,5,3,2,0,0,0,0,12,10,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,1,CHEN105,Thermodynamics and Combustion,0,1,0,2,3,2,4,0,0,0,0,0,12,12,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,1,CVEN125,Civil Engineering,1,2,1,2,1,2,1,0,1,0,1,0,12,10,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,1,GENN102,Fundamentals of Management,3,2,3,0,2,2,0,1,0,0,0,0,13,12,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,1,MTHN102,Multivariable Calculus and Linear Algebra,0,1,0,2,0,2,3,2,0,0,2,0,12,8,4,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,1,PEN101,Introduction to Petroleum Industry,0,0,1,4,2,3,1,1,0,1,0,0,13,11,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,2,CHEN201,Organic Chemistry-2,3,1,1,4,1,1,0,0,0,0,1,0,12,11,1,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,2,GENN201,Communication and Presentation Skills,0,0,4,1,2,0,0,0,0,0,0,0,7,7,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,2,GENN210,Risk Management and Environment,0,0,3,2,0,1,0,0,0,0,0,0,6,6,0,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,2,GENN224,Fundamentals of  Economics and Accounting,0,0,0,4,6,1,0,1,1,0,0,0,13,11,2,0
[PPCC] Petroleum and Petrochemical Engineering,Spring 2021,2,MTHN203,Probability and Statistics,0,0,0,2,0,1,2,1,1,1,2,0,10,5,5,0
